Order ID,Order Amount (INR),Delivery Time (mins),Order Date,Rating,Number of Items,Delivery Distance (km),Delivery Agent ID,Order Status,Payment Method,Tip Amount (INR),Promo Code Applied,Has Free Delivery,res_id,name,type,address,city,locality,latitude,longitude,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,votes,photo_count,opentable_support,delivery,state,area,Month,Year,Day,Quarter,Is_Delivered,Is_Cancelled,Has_Promo,Free_Delivery,Completed_Revenue
2440,1625,53,2023-09-02,2.0,5,6.881446205477996,783,Cancelled,Credit Card,72,No,Yes,19031239,Badal Kawab,Quick Bites,"Near Raza Chowk, Adhartal, Jabalpur",Jabalpur,Adhartal,23.193556,79.946919,"North Indian, Mughlai",6 PM to 12 Midnight,150,1,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Indoor Seating']",3.3,9,0,0.0,0,Madhya Pradesh,308245,September,2023,Saturday,3,0,1,0,1,0
2441,520,82,2024-06-16,4.5,3,4.814698175011485,760,Delivered,Debit Card,138,Yes,No,50642,Mangalore Pearl - Seafood Restaurant,Casual Dining,"3, Coles Road, Frazer Town, Bangalore",Bangalore,Frazer Town,12.9945609,77.61554662,"Mangalorean, Seafood","12 Noon to 3 PM, 7 PM to 11 PM (Mon, Wed-Sun), Tue Closed",700,2,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned']",4.3,1405,840,0.0,0,Karnataka,191791,June,2024,Sunday,2,1,0,1,0,520
2442,291,29,2023-02-25,5.0,8,11.59570721786758,744,Delivered,Cash,124,Yes,No,18764908,Rosewater,Fine Dining,"V3, 4th Main Rd, Anna Nagar, Chennai",Chennai,Anna Nagar East,13.09020091,80.21255393,"North Indian, Asian, Continental","11:30 AM – 3:15 PM, 7 PM – 11:15 PM",1500,3,"['No Alcohol Available', 'Cash', 'Lunch', 'Dinner', 'Debit Card', 'Credit Card', 'Valet Parking Available', 'Table booking recommended', 'Buffet', 'Indoor Seating', 'Air Conditioned']",4.2,122,256,0.0,1,Tamil Nadu,130058,February,2023,Saturday,1,1,0,1,0,291
2442,291,29,2023-02-25,5.0,8,11.59570721786758,744,Delivered,Cash,124,Yes,No,18764908,Rosewater,Fine Dining,"V3, 4th Main Rd, Anna Nagar, Chennai",Chennai,Anna Nagar East,13.09020091,80.21255393,"North Indian, Asian, Continental","11:30 AM – 3:15 PM, 7 PM – 11:15 PM",1500,3,"['No Alcohol Available', 'Cash', 'Lunch', 'Dinner', 'Debit Card', 'Credit Card', 'Valet Parking Available', 'Table booking recommended', 'Buffet', 'Indoor Seating', 'Air Conditioned']",4.2,122,256,0.0,0,Tamil Nadu,130058,February,2023,Saturday,1,1,0,1,0,291
2443,2995,54,2023-02-26,4.1,2,10.1775462479525,591,In-Transit,Credit Card,26,Yes,Yes,19044726,Hotel Meghdoot,Fine Dining,"C.S. No. 1484 opp. Treasury office laxmipuri Kolhapur, Mangalwar Peth, Kolhapur",Kolhapur,Mangalwar Peth,16.69979175,74.22745194,Maharashtrian,9 AM to 9 PM,100,1,['Indoor Seating'],0.0,0,0,0.0,0,Maharashtra,307713,February,2023,Sunday,1,0,0,1,1,0
2444,420,39,2024-05-28,1.3,1,13.86148293570341,628,In-Transit,Net Banking,61,Yes,Yes,18446475,Dilli BC,Unknown,"B-2, Local Shopping Complex, STC/MMTC Market, Near Sri Aurobindo College, Malviya Nagar, New Delhi",New Delhi,Malviya Nagar,28.53273137,77.2034812,"North Indian, Rolls, Mughlai","12Noon to 4PM, 6PM to 4AM (Mon-Sun)",600,2,"['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Digital Payments Accepted']",4.1,1577,1236,0.0,1,Delhi,1484,May,2024,Tuesday,2,0,0,1,1,0
2445,215,21,2024-04-01,4.7,1,11.01274293145172,997,Delivered,Credit Card,198,No,Yes,18976229,Jalaram Khaman House,Quick Bites,"Shop No. 20/A/B, Sankalp Appt. L.P.Savani Road, Adajan Gam, Surat",Surat,Adajan Gam,21.202976,72.782444,"Street Food, Mithai",11 AM to 11 PM,100,1,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating']",3.2,4,0,0.0,0,Gujarat,196024,April,2024,Monday,2,1,0,0,1,215
2446,390,54,2024-02-16,4.5,6,5.581068319064906,490,Delivered,Debit Card,53,No,Yes,2500250,Cafe Chokolade,Café,"Shop 20, Tapadia Circle, Opposite Motiwala Trade Centre, Nirala Bazar, Aurangabad",Aurangabad,Nirala Bazar,19.88103611,75.32498056,"Cafe, Desserts, Chinese, Fast Food",11 AM to 11 PM (Mon-Sun),300,1,"['Air Conditioned', 'Pure Veg', 'Outdoor Seating', 'Desserts and Bakes']",2.9,4,4,0.0,0,Maharashtra,307713,February,2024,Friday,1,1,0,0,1,390
2446,390,54,2024-02-16,4.5,6,5.581068319064906,490,Delivered,Debit Card,53,No,Yes,2500250,Cafe Chokolade,Café,"Shop 20, Tapadia Circle, Opposite Motiwala Trade Centre, Nirala Bazar, Aurangabad",Aurangabad,Nirala Bazar,19.88103611,75.32498056,"Cafe, Desserts, Chinese, Fast Food",11 AM to 11 PM (Mon-Sun),300,1,"['Air Conditioned', 'Pure Veg', 'Outdoor Seating', 'Desserts and Bakes']",2.9,4,4,0.0,0,Bihar,94163,February,2024,Friday,1,1,0,0,1,390
2447,1325,48,2023-08-20,1.1,3,13.7669053308892,419,Delivered,Net Banking,122,Yes,No,50816,Polar Bear,Dessert Parlour,"352/B, 24th Main, 5th Phase, JP Nagar, Bangalore",Bangalore,JP Nagar,12.90195608,77.58590922,"Desserts, Ice Cream, Bakery, Fast Food",11 AM to 11 PM,350,1,"['Credit Card', 'Takeaway Available', 'Cash', 'Delivery', 'No Alcohol Available', 'Debit Card', 'Air Conditioned', 'Desserts and Bakes', 'Table booking recommended', 'Indoor Seating', 'Pure Veg', 'Sneakpeek']",4.0,288,168,0.0,1,Karnataka,191791,August,2023,Sunday,3,1,0,1,0,1325
2448,2641,84,2023-11-05,3.3,1,9.868864393404385,302,Delivered,Net Banking,161,Yes,Yes,1600297,Solterra - The Gateway Hotel,Bar,"The Gateway Hotel, P/17 MIDC Ambad, Mumbai-Agra Road, Pathardi Phata, Nashik",Nashik,"The Gateway Hotel, Pathardi Phata ",19.95547317,73.75649024,Finger Food,12 Noon to 11 PM (Mon-Sun),1500,4,"['Cash', 'Credit Card', 'Indoor Seating', 'Smoking Area', 'Fullbar', 'Air Conditioned', 'Wifi', 'Nightlife']",3.6,10,44,0.0,0,Maharashtra,307713,November,2023,Sunday,4,1,0,1,1,2641
2449,1776,68,2024-02-17,1.4,9,12.52129968295739,924,Cancelled,Cash,161,Yes,Yes,18700062,Coffee House,Café,"Hanuman Ghat, Outside Chandpole, Pichola, Udaipur",Udaipur,Pichola,24.57986913,73.68012439,Cafe,7 AM to 9 PM,400,1,"['Cash', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Lunch', 'Breakfast', 'Indoor Seating', 'Free Wifi', 'Air Conditioned']",3.1,4,14,0.0,0,Rajasthan,342239,February,2024,Saturday,1,0,1,1,1,0
2450,1077,47,2023-05-19,2.3,7,8.323227352431616,176,In-Transit,Credit Card,143,No,No,301507,Ever Bake,Bakery,"BN-2, Central Market, Shalimar Bagh, New Delhi",New Delhi,Shalimar Bagh,28.7064056,77.16243435,"Bakery, Chinese, Fast Food",8 AM to 11:30 PM (Mon-Sun),350,1,"['Cash', 'No Alcohol Available', 'Credit Card', 'Delivery', 'Debit Card', 'No Seating Available', 'Takeaway Available', 'Pre-Ordering Required', 'Air Conditioned', 'Desserts and Bakes', 'Pure Veg']",4.2,1162,918,0.0,1,Delhi,1484,May,2023,Friday,2,0,0,0,0,0
2451,352,29,2024-02-12,1.9,7,8.700659666367217,966,In-Transit,Cash,157,No,No,18700888,Atho Kadai,Kiosk,"V. O. C. Nagar , Palaiyam Nagar, ayanavaram chennai, Tamil nadu 600023. Near v.o.c nagar bus stard.",Chennai,Mogappair,13.091092,80.227806,Burmese,"5 PM – 11 PM (Mon-Sat), Sun Closed",250,1,"['No Seating Available', 'Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available']",0.0,3,6,0.0,1,Tamil Nadu,130058,February,2024,Monday,1,0,0,0,0,0
2451,352,29,2024-02-12,1.9,7,8.700659666367217,966,In-Transit,Cash,157,No,No,18700888,Atho Kadai,Kiosk,"V. O. C. Nagar , Palaiyam Nagar, ayanavaram chennai, Tamil nadu 600023. Near v.o.c nagar bus stard.",Chennai,Mogappair,13.091092,80.227806,Burmese,"5 PM – 11 PM (Mon-Sat), Sun Closed",250,1,"['No Seating Available', 'Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available']",0.0,3,6,0.0,0,Tamil Nadu,130058,February,2024,Monday,1,0,0,0,0,0
2452,805,15,2023-09-12,1.6,4,5.061769661457378,104,Delivered,Debit Card,192,Yes,Yes,100508,Mohan Dhaba,Dhaba,"55, Bees Dukan, Adarsh Nagar, Jaipur",Jaipur,Adarsh Nagar,26.90212707,75.82624063,North Indian,"11am – 4pm, 7pm – 11pm (Mon, Tue, Thu, Fri, Sat, Sun), Closed (Wed)",300,1,"['Cash', 'Dinner', 'Credit Card', 'Lunch', 'Debit Card', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",4.2,675,4,0.0,1,Rajasthan,342239,September,2023,Tuesday,3,1,0,1,1,805
2452,805,15,2023-09-12,1.6,4,5.061769661457378,104,Delivered,Debit Card,192,Yes,Yes,100508,Mohan Dhaba,Dhaba,"55, Bees Dukan, Adarsh Nagar, Jaipur",Jaipur,Adarsh Nagar,26.90212707,75.82624063,North Indian,"11am – 4pm, 7pm – 11pm (Mon, Tue, Thu, Fri, Sat, Sun), Closed (Wed)",300,1,"['Cash', 'Dinner', 'Credit Card', 'Lunch', 'Debit Card', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",4.2,675,4,0.0,0,Rajasthan,342239,September,2023,Tuesday,3,1,0,1,1,805
2453,2975,22,2023-03-19,3.3,4,3.618344433325247,566,In-Transit,Cash,27,No,Yes,19088713,Madhuban Pan Shop,Paan Shop,"23-A, Opposite Jagat Jyoti School, Rani Ka Bagh, Amritsar",Amritsar,Rani Ka Bagh,31.6395445,74.8574572,Paan,10:30 AM to 10:15 PM,200,1,"['No Seating Available', 'Takeaway Available', 'Cash']",3.1,6,1,0.0,1,Punjab,50362,March,2023,Sunday,1,0,0,0,1,0
2454,2731,26,2023-03-29,2.9,6,9.458146489543376,834,Delivered,Credit Card,146,Yes,Yes,18946010,Humsaaz Restaurant,Quick Bites,"Near Raddi Chowki, Opposite Ansar Nagar Masjid, Adhartal, Jabalpur",Jabalpur,Adhartal,23.191826,79.940291,North Indian,2:45pm – 11:30pm (Mon-Sun),400,2,"['Takeaway Available', 'Dinner', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']",3.7,38,11,0.0,0,Madhya Pradesh,308245,March,2023,Wednesday,1,1,0,1,1,2731
2455,2171,22,2023-12-07,4.1,6,1.208091333122011,962,In-Transit,Debit Card,89,Yes,No,18543974,Marky Momos,Quick Bites,"Shop 10/56, Janki Marg, Near Jai Shree Pariwal School, Chitrakoot, Jaipur",Jaipur,Chitrakoot,26.90050502,75.73674537,"Chinese, Fast Food, Momos",12 Noon to 2 AM,500,2,"['Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Wifi']",4.0,672,135,0.0,1,Rajasthan,342239,December,2023,Thursday,4,0,0,1,0,0
2456,1474,25,2024-09-29,1.1,2,11.23817477683766,625,Cancelled,Credit Card,181,Yes,Yes,18737418,A1 Relax Corner,Bakery,"283, T.V.K Road, Ammapet, Salem",Salem,Ammapet,11.65884076,78.18348024,Bakery,11 AM to 10 PM,150,1,"['Cash', 'Takeaway Available', 'Indoor Seating', 'Desserts and Bakes']",3.2,5,0,0.0,0,Tamil Nadu,130058,September,2024,Sunday,3,0,1,1,1,0
2456,1474,25,2024-09-29,1.1,2,11.23817477683766,625,Cancelled,Credit Card,181,Yes,Yes,18737418,A1 Relax Corner,Bakery,"283, T.V.K Road, Ammapet, Salem",Salem,Ammapet,11.65884076,78.18348024,Bakery,11 AM to 10 PM,150,1,"['Cash', 'Takeaway Available', 'Indoor Seating', 'Desserts and Bakes']",3.2,5,0,0.0,1,Tamil Nadu,130058,September,2024,Sunday,3,0,1,1,1,0
2457,607,88,2023-11-03,2.0,8,1.743608250198418,651,Cancelled,Credit Card,147,No,No,18647122,The Belgian Waffle Co.,Dessert Parlour,"Shop 6, Vitthal Charni, Opposite Vitthal Mandir, College Road, Nashik",Nashik,College Road,20.00559634,73.7661311,"Desserts, Beverages",10:30AM to 11:30PM (Mon-Sun),300,2,"['Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Desserts and Bakes', 'Indoor Seating', 'Digital Payments Accepted']",4.0,81,66,0.0,1,Maharashtra,307713,November,2023,Friday,4,0,1,0,0,0
2458,1683,47,2023-11-15,2.3,2,1.039428665016587,862,Delivered,Cash,129,No,Yes,2500256,Indiana Veg Restaurant,Casual Dining,"Plot 2, Near High Court, N-3, CIDCO, Aurangabad",Aurangabad,CIDCO,19.87445339,75.36027957,"North Indian, Chinese, Fast Food",8 AM to 11 PM (Mon-Sun),450,2,"['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.1,323,43,0.0,1,Maharashtra,307713,November,2023,Wednesday,4,1,0,0,1,1683
2458,1683,47,2023-11-15,2.3,2,1.039428665016587,862,Delivered,Cash,129,No,Yes,2500256,Indiana Veg Restaurant,Casual Dining,"Plot 2, Near High Court, N-3, CIDCO, Aurangabad",Aurangabad,CIDCO,19.87445339,75.36027957,"North Indian, Chinese, Fast Food",8 AM to 11 PM (Mon-Sun),450,2,"['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.1,323,43,0.0,0,Maharashtra,307713,November,2023,Wednesday,4,1,0,0,1,1683
2458,1683,47,2023-11-15,2.3,2,1.039428665016587,862,Delivered,Cash,129,No,Yes,2500256,Indiana Veg Restaurant,Casual Dining,"Plot 2, Near High Court, N-3, CIDCO, Aurangabad",Aurangabad,CIDCO,19.87445339,75.36027957,"North Indian, Chinese, Fast Food",8 AM to 11 PM (Mon-Sun),450,2,"['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.1,323,43,0.0,1,Bihar,94163,November,2023,Wednesday,4,1,0,0,1,1683
2458,1683,47,2023-11-15,2.3,2,1.039428665016587,862,Delivered,Cash,129,No,Yes,2500256,Indiana Veg Restaurant,Casual Dining,"Plot 2, Near High Court, N-3, CIDCO, Aurangabad",Aurangabad,CIDCO,19.87445339,75.36027957,"North Indian, Chinese, Fast Food",8 AM to 11 PM (Mon-Sun),450,2,"['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.1,323,43,0.0,0,Bihar,94163,November,2023,Wednesday,4,1,0,0,1,1683
2459,1178,85,2023-10-06,4.7,5,6.72265540317571,997,Delivered,Debit Card,12,Yes,No,113604,Juggernaut,Casual Dining,"Sindhu Bhawan Marg, Near Sattva Vikas School, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,23.0418388,72.49788042,"Mexican, North Indian, Italian",12 Noon to 11 PM,900,3,"['Credit Card', 'Dinner', 'Takeaway Available', 'Lunch', 'Delivery', 'Cash', 'No Alcohol Available', 'Debit Card', 'Pure Veg', 'Air Conditioned', 'Digital Payments Accepted', 'Indoor Seating', 'Live Sports Screening', 'Table reservation required']",4.2,697,463,0.0,0,Gujarat,196024,October,2023,Friday,4,1,0,1,0,1178
2460,1101,70,2023-06-03,3.5,8,3.016430674653481,972,Delivered,Debit Card,54,No,Yes,18745380,Veg Chinese Centre,Kiosk,"Opposite Samdariya Mall, Napier Town, Jabalpur",Jabalpur,Napier Town,23.16872349,79.93396293,Chinese,11 AM to 10 PM,150,1,"['No Seating Available', 'Lunch', 'Takeaway Available', 'Cash', 'Dinner', 'Pure Veg']",3.5,28,2,0.0,1,Madhya Pradesh,308245,June,2023,Saturday,2,1,0,0,1,1101
2461,2936,82,2023-11-05,2.5,9,11.57994279864279,473,Cancelled,Net Banking,171,No,No,19027681,A Place Called Edina,Café,"Rajpur Road, IAS Officers Colony, Rajpur, Dehradun",Dehradun,Rajpur,30.38140742,78.08759831,Cafe,11 AM to 11 PM,600,3,"['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Indoor Seating']",3.3,11,7,0.0,0,Uttarakhand,53483,November,2023,Sunday,4,0,1,0,0,0
2462,2746,17,2024-01-09,1.5,4,12.42303218094906,505,Cancelled,Debit Card,113,Yes,Yes,15393,Dhaandha Amritsari Shop,Dhaba,"14, Old Dandi Swami Market, Civil Lines, Ludhiana",Ludhiana,Civil Lines,30.91627406,75.83323315,Street Food,8:30 AM to 4:30 PM (Mon-Sun),100,1,"['Cash', 'Breakfast', 'Lunch', 'Outdoor Seating', 'Indoor Seating', 'Pure Veg']",3.1,19,2,0.0,0,Punjab,50362,January,2024,Tuesday,1,0,1,1,1,0
2463,352,48,2023-08-11,4.9,5,3.871071449879155,543,Delivered,Credit Card,161,No,No,53396,Portland Steakhouse & Cafe,Casual Dining,"1, Brunton Road, 1st Cross, Ashok Nagar, MG Road, Bangalore",Bangalore,MG Road,12.97025821,77.61481907,"Steak, Italian, Continental, American, Burger, BBQ, Salad",11:30am – 11pm (Mon-Sun),1500,3,"['Delivery', 'Dinner', 'Cash', 'Debit Card', 'Takeaway Available', 'Lunch', 'Credit Card', 'Indoor Seating', 'Wine', 'Outdoor Seating', 'Wheelchair Accessible', 'Table booking recommended']",4.3,2126,1951,0.0,0,Karnataka,191791,August,2023,Friday,3,1,0,0,0,352
2464,2206,20,2024-05-21,1.4,6,13.5140549765674,773,Cancelled,Net Banking,83,Yes,Yes,2400058,Bridges,Casual Dining,"22 C, Sardar Patel Marg, Civil Lines, Allahabad",Allahabad,Civil Lines,25.45391851,81.83494639,North Indian,10 AM to 10:30 PM (Mon-Sun),400,2,"['Cash', 'Dinner', 'Credit Card', 'Lunch', 'Takeaway Available', 'Air Conditioned', 'Axis Bank - Dining Delights', 'Indoor Seating', 'Wifi']",2.8,22,5,0.0,0,Uttar Pradesh,240928,May,2024,Tuesday,2,0,1,1,1,0
2465,1044,27,2023-08-16,4.3,5,9.639632577947012,235,Cancelled,Debit Card,104,No,Yes,800275,Raj Sweet House,Sweet Shop,"553/134, Tehri Pulia, Kanpur Road, Alambagh, Lucknow",Lucknow,Alambagh,26.81980442,80.90869747,"Mithai, Street Food",7 AM to 12 Midnight (Mon-Sun),250,1,"['Cash', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",4.0,351,22,0.0,0,Uttar Pradesh,240928,August,2023,Wednesday,3,0,1,0,1,0
2465,1044,27,2023-08-16,4.3,5,9.639632577947012,235,Cancelled,Debit Card,104,No,Yes,800275,Raj Sweet House,Sweet Shop,"553/134, Tehri Pulia, Kanpur Road, Alambagh, Lucknow",Lucknow,Alambagh,26.81980442,80.90869747,"Mithai, Street Food",7 AM to 12 Midnight (Mon-Sun),250,1,"['Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Cash', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",4.0,351,22,0.0,0,Uttar Pradesh,240928,August,2023,Wednesday,3,0,1,0,1,0
2466,395,15,2023-11-23,3.7,9,7.854351771920529,597,Cancelled,Credit Card,3,Yes,Yes,2600787,Al-Beik,Quick Bites,"Al-Beik 3 ,Singhania Apartment, B.D.A, Near Police Chowki, Bhopal, MP",Bhopal,Kohefiza,23.26363948,77.38923289,Fast Food,1pm – 11:30pm (Mon-Sun),300,1,"['Cash', 'Debit Card', 'No Alcohol Available', 'Lunch', 'Credit Card', 'Takeaway Available', 'No Seating Available', 'Dinner']",3.7,499,30,0.0,1,Madhya Pradesh,308245,November,2023,Thursday,4,0,1,1,1,0
2467,2164,86,2023-04-07,4.2,3,7.420066864168374,390,Delivered,UPI,190,No,Yes,18706235,Hot Sandwiches,Quick Bites,"Ground Floor, Poonam Mall, Wardhaman Nagar, Nagpur",Nagpur,Wardhaman Nagar,21.14709318,79.13617641,"Fast Food, Sandwich",12noon – 12midnight (Mon-Sun),400,2,"['Takeaway Available', 'Dinner', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Drive Thru', 'Pure Veg']",2.8,53,5,0.0,0,Maharashtra,307713,April,2023,Friday,2,1,0,0,1,2164
2468,2703,40,2023-07-14,3.4,7,4.972991478654997,213,Cancelled,UPI,194,No,No,18700313,Naga's,Food Court,"Shobha City Mall, Puzhakkal, Thrissur",Thrissur,"Shobha City Mall, Puzhakkal",10.54963952,76.18256941,"South Indian, Hyderabadi",11 AM to 10:30 PM,500,2,"['Cash', 'Debit Card', 'Takeaway Available', 'Mall Parking', 'Dinner', 'Credit Card', 'Lunch', 'Breakfast', 'Indoor Seating', 'Air Conditioned']",3.2,13,13,0.0,0,Kerala,38863,July,2023,Friday,3,0,1,0,0,0
2468,2703,40,2023-07-14,3.4,7,4.972991478654997,213,Cancelled,UPI,194,No,No,18700313,Naga's,Food Court,"Shobha City Mall, Puzhakkal, Thrissur",Thrissur,"Shobha City Mall, Puzhakkal",10.54963952,76.18256941,"South Indian, Hyderabadi",11 AM to 10:30 PM,500,2,"['Cash', 'Debit Card', 'Takeaway Available', 'Mall Parking', 'Dinner', 'Credit Card', 'Lunch', 'Breakfast', 'Indoor Seating', 'Air Conditioned']",3.2,13,13,0.0,1,Kerala,38863,July,2023,Friday,3,0,1,0,0,0
2469,610,78,2023-10-19,3.2,7,13.16386705393993,454,Delivered,Cash,118,Yes,Yes,18703969,Pizza Hut Delivery,Quick Bites,"The Mall, Summer Hill, Shimla",Shimla,Summer Hill,31.10212946,77.17733134,Pizza,11 AM to 11 PM,500,2,['Delivery'],3.2,29,1,0.0,0,Himachal Pradesh,55673,October,2023,Thursday,4,1,0,1,1,610
2470,741,79,2024-02-14,2.2,4,1.000260786552019,749,In-Transit,Credit Card,111,No,No,18611770,Momo Factory,Quick Bites,"136, Mahadev Nagar, Behind Akshardham Temple, Gandhi Path, Vaishali Nagar, Jaipur",Jaipur,Vaishali Nagar,26.90304288,75.74171752,"Momos, Fast Food",7:30AM to 9PM (Mon-Sun),300,1,"['Lunch', 'No Seating Available', 'Cash', 'Takeaway Available', 'Breakfast', 'Delivery', 'Digital Payments Accepted']",2.5,68,8,0.0,0,Rajasthan,342239,February,2024,Wednesday,1,0,0,0,0,0
2471,565,69,2023-12-12,3.1,8,5.373253512316218,390,In-Transit,Credit Card,155,No,Yes,19068329,Burger Bar,Quick Bites,"Circular Road, Near EasyDay, Nabha, Patiala",Patiala,Nabha,30.375787,76.162777,"Wraps, Sandwich, Desserts, Burger, Beverages",10:30 AM to 10 PM,200,1,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",3.6,68,2,0.0,0,Punjab,50362,December,2023,Tuesday,4,0,0,0,1,0
2472,432,33,2023-08-05,2.2,6,0.5494383187936289,900,In-Transit,UPI,113,Yes,Yes,100677,Dakshin,Food Court,"Food Court, 3rd Floor, MGF Metropolitan Mall, Bais Godam, Jaipur",Jaipur,"MGF Metropolitan Mall, Bais Godam",26.90244549,75.79393309,South Indian,11 AM to 11 PM (Mon-Sun),300,1,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Mall Parking', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Self Service', 'Pure Veg']",2.5,34,10,0.0,0,Rajasthan,342239,August,2023,Saturday,3,0,0,1,1,0
2473,1036,19,2023-04-10,4.4,1,10.77644757939134,866,In-Transit,Net Banking,102,Yes,Yes,18800801,Magic Icecream by Sweet Magic,Dessert Parlour,"Opposite to Donka Road, Auto Nagar, Vijayawada",Vijayawada,Auto Nagar,16.50843868,80.66407699,"Beverages, Ice Cream",6:30 AM to 11 PM,250,1,"['Cash', 'Credit Card', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",0.0,2,0,0.0,0,Andhra Pradesh,160205,April,2023,Monday,2,0,0,1,1,0
2474,1353,74,2024-06-23,4.8,2,3.950551230687717,553,Cancelled,Cash,59,Yes,Yes,19134320,Village Tandoori Fast Food,Casual Dining,"Near Vishal Mega Mart, Ranipur More, Ranipur, Haridwar",Haridwar,Ranipur,29.936785,78.139812,North Indian,11 AM to 11 PM,500,2,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",3.2,6,0,0.0,0,Uttarakhand,53483,June,2024,Sunday,2,0,1,1,1,0
2475,1948,59,2024-08-19,2.9,8,6.688328684583372,231,Delivered,Debit Card,5,Yes,No,18742906,Cafe Coffee Day,Café,"1, Ground Floor, Radha Krishna, 179 Chandra Park, 150 Feet Ring Road, Rajkot",Rajkot,150 Feet Ring Road,22.28056621,70.77530175,"Cafe, Desserts, Beverages, Sandwich",10 AM to 11 PM,650,2,"['Takeaway Available', 'Credit Card', 'Cash', 'Debit Card', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.8,36,5,0.0,0,Gujarat,196024,August,2024,Monday,3,1,0,1,0,1948
2476,2435,12,2024-03-27,3.2,1,5.440212295052693,293,Delivered,Credit Card,140,Yes,No,2202027,Preet Bakers And Dairy,Bakery,"Shop 193, Pritam Nagar, Near Sitaram Mandir, 100 Feet Road, Near Mohan Nagar, Amritsar",Amritsar,Mohan Nagar,31.61643932,74.89758544,"Bakery, Fast Food",7 AM to 10 PM,300,1,"['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Desserts and Bakes']",0.0,1,0,0.0,0,Punjab,50362,March,2024,Wednesday,1,1,0,1,0,2435
2477,189,78,2024-04-23,2.8,6,6.272137694025299,359,Cancelled,Credit Card,128,No,No,18751229,Gagan Vaishno Dhaba,Dhaba,"Baba Than Singh Chowk, Fatehganj, Ludhiana, Punjab 141008, India",Ludhiana,Samrala Chowk,30.91429192,75.86638492,North Indian,"9am – 11:30pm (Mon-Sat),8am – 11:30am (Sun)",150,1,"['Lunch', 'Cash', 'No Alcohol Available', 'Dinner', 'Delivery', 'Breakfast', 'Indoor Seating', 'Pure Veg']",3.5,120,3,0.0,1,Punjab,50362,April,2024,Tuesday,2,0,1,0,0,0
