name,Total_Orders,Revenue,Avg_Order_Value,Avg_Rating
Dairy Fresh,1,1302,1302.0,2.1
Daffodils 23,1,0,937.0,1.5
Daddy,1,2699,2699.0,2.5
Daddu( The food junction),1,0,2961.0,4.4
Dadan Handi Meat,1,0,365.0,1.9
Dad's Tea Retreat,1,0,2969.0,1.2
Dauji Misthan Bhandar,1,0,2349.0,4.5
Dau Snacks,1,2845,2845.0,4.5
Datta Bhau Crunchy Vada Pav,1,0,2033.0,1.6
Data Udipi Hotel,1,0,1431.0,4.2
Dasaprakash Paradise,1,1214,1214.0,4.3
Darshan Restaurant,1,1618,1618.0,3.0
Darshan Rabri Faluda,1,0,1350.0,3.7
Dark Stone,1,1205,1205.0,2.0
Dark Horse Cafe,1,0,2560.0,1.6
Dariole,1,0,2243.0,3.9
Darikhana Restaurant,1,0,2603.0,4.5
Darbar Bar,1,328,328.0,4.5
Dara's Dhaba,1,0,1301.0,2.3
Dappaakaaraar's Momos factory,1,0,943.0,3.1
Danny's Coffee Bar,1,1994,1994.0,1.3
Dancing Noodles,1,0,475.0,1.9
Deep Punjab Dhaba,1,1739,1739.0,4.6
Deep Chinese Fast Food,1,0,1297.0,3.4
Decode,1,4212,2106.0,2.8
Decked Up By Garden Cafe,1,0,1410.0,1.9
Dec - 96 cafe (Dastaan - E- Chai),1,0,2274.0,1.4
De-Jag's,1,0,1382.0,3.9
De'licious - Hotel Royale De Casa,1,882,882.0,3.7
De'Kriollo Bakers,1,0,691.0,2.2
De Italian Pizza Bakker's,1,2486,2486.0,4.6
De Bakers Lounge,1,1586,1586.0,2.7
Dayal Kulfi,1,0,1085.0,1.7
Day Night,1,800,800.0,3.4
Dawat-e-Chef,1,1905,1905.0,2.9
Dawat e' Khaas - Hotel Samrat Heavens,1,0,1126.0,1.4
Dawat Pure Veg Restaurant,1,0,1237.0,4.8
Dawat Bhena Da Dhaba,1,744,744.0,3.7
Deepak Eat Fresh,1,0,1653.0,3.6
Cafe Soul Square,1,151,151.0,1.9
Cafe Sol,1,0,1682.0,3.5
Cafe Shafe,1,0,259.0,1.8
Cafe Satori,1,1259,1259.0,2.0
Cafe Roost Dine And Lounge,1,0,2595.0,2.1
Cafe Relish,1,0,1378.0,4.2
Cafe Red Salute,1,2953,2953.0,3.7
Cafe Quaint,1,0,2978.0,3.7
Cafe Pride,1,272,272.0,3.9
Cafe Prezzo,1,0,2839.0,2.9
Cafe Potaato,1,0,2146.0,3.8
Cafe Plus,1,0,2839.0,3.0
Cafe Palette,1,0,2091.0,5.0
Cafe Nomad,1,2494,2494.0,3.2
Deepak Bhojanalya,1,0,1169.0,3.8
Delhi Highway,1,0,1945.0,4.9
Delhi Fruity Juice & Shake,1,0,2057.0,3.2
Delhi Dharbar,1,0,2142.0,3.3
Delhi Darbar Dhaba,1,0,1592.0,1.2
Delhi Darbar Biryani,1,0,194.0,1.9
Delhi Chicken Shop,1,0,532.0,4.6
Delhi Chicken Point,1,0,287.0,1.9
Delhi Chaat & Cafe,1,402,402.0,3.2
Dehra Darbar Restaurant,1,0,1747.0,3.3
Dehati Rasgulla,1,0,533.0,2.4
Degchi Take Away,1,0,260.0,2.6
Deewaan-E-Khaas,1,0,1663.0,3.3
Deesha Shooping Castle,1,2729,2729.0,2.8
Deepu Mukhwas,1,2868,2868.0,3.6
Deepawali Restaurant,1,0,2846.0,4.5
Deepanshu Juice Corned,1,0,2985.0,2.9
Deluxe Juice Corner,1,0,2635.0,2.1
Delux Ice Cream,1,0,2829.0,2.4
Deliver My Diet,1,1911,1911.0,2.4
Delite Vanila Sweet Parlor,1,0,2087.0,1.5
Delight Muffins,1,0,2055.0,4.9
Delight Korner Cafe Restaurant,1,0,325.0,4.8
Delight Bakers,1,0,1335.0,1.9
Delicious Taverna,1,0,1784.0,1.2
Delicious Restaurant,1,0,979.0,3.7
Delicious Hut,1,0,2776.0,2.9
Delicious Caterers,1,535,535.0,2.0
Delicious Baker,1,0,1520.0,4.0
Delicious,1,0,2240.0,2.9
Deli Pastry Lounge - Holiday Inn,1,0,1190.0,4.8
Delhi delight,1,0,787.0,2.7
Delhi Vaishno Dhaba,1,0,2901.0,1.9
Dessert N Shakes,1,0,1456.0,4.4
Dessert Boutique,1,0,1177.0,1.4
Desire Bakers,1,0,2382.0,3.9
Desi Twist,1,0,2304.0,1.3
Desi Rasoi,1,0,2062.0,2.1
Desi Palette,1,1122,1122.0,3.9
Desi Hut,1,0,2084.0,3.7
Desi Dakaar,1,0,1301.0,5.0
Desi Bites,1,0,203.0,3.2
Desi Aroma,1,0,1375.0,2.9
Deshpande's,1,0,2697.0,4.7
Denzong Kitchen,1,371,371.0,4.2
Denmarrk Drive - Inn Restaurant,1,0,247.0,1.1
Den's Pizza,1,0,2734.0,4.9
Den''s Cafe,1,0,569.0,4.8
Den Cafe,1,1793,1793.0,2.8
Dhaba Shams-Ud-Din,1,0,1092.0,2.7
Dhaba Estd 1986 Delhi,1,0,2678.0,2.6
Dhaba @08,1,0,1990.0,3.8
Dhaba - Estd 1986 Delhi,1,0,488.0,3.4
Dhaba & Kababwala,1,0,2956.0,1.4
Dhaba,1,399,399.0,2.8
Dhaandha Amritsari Shop,1,0,2746.0,1.5
Dezart,1,2889,2889.0,4.1
Dew Drops,1,0,1921.0,2.0
Devpriya's Floating Spirit Bar & Restaurant,1,4376,2188.0,2.7
Deviram Sweets & Food Plaza,1,0,2175.0,2.0
Dev's Bakery,1,0,1721.0,1.5
Dessi Cuppa - Perumbavoor,1,0,2928.0,2.3
Dessertvala,1,0,2031.0,1.9
Dessertino,1,0,2415.0,1.4
Dessert Tribe,1,0,1062.0,4.8
Cafe Niloufer,1,0,346.0,3.7
Cafe N Cravings,1,0,2777.0,3.6
Cafe Mysore,1,1701,1701.0,4.6
Cafe Mughal's,1,0,163.0,2.8
Cafe Mojito,1,0,2953.0,3.2
Cafe Mitrah,1,0,1326.0,3.7
Cafe Milano,1,0,1681.0,3.7
Cafe Mezzuna,1,0,1200.0,2.4
Cafe Medley,1,0,687.0,4.1
Cafe Max,1,1930,1930.0,1.8
Cafe Madras,1,0,184.0,1.5
Cafe Lychee Tree,1,756,756.0,2.2
Cafe Ludic,1,1882,941.0,2.5
Cafe Live & Loud,1,500,500.0,3.3
Dhabeliwala,1,0,234.0,4.3
Dhabba Express,1,0,2424.0,4.0
Dil Khush Family Restaurant,1,2092,1046.0,2.6
Diki Sikkim Momo,1,0,2286.0,2.5
Diesel Cafe,1,1070,535.0,4.6
Dice N Dine,1,0,759.0,3.7
Dhruvi's Resto,1,2239,2239.0,5.0
Dholamaru Foods,1,0,1255.0,3.4
Dhola Maru - Hotel Clarks Amer,1,1463,1463.0,2.8
Dhodha Sweets Bakers,1,0,1845.0,1.9
Dhinchak Burgers,1,0,1738.0,2.5
Dharam Pal Chane Wale,1,0,2121.0,1.8
Dhanraj Mess,1,2833,2833.0,3.9
Dhanne Di Hatti,1,0,2048.0,2.5
Dhanna Kachori,1,3792,1896.0,2.2
Dhaka Hotel,1,2950,2950.0,1.5
Dhadoom,1,0,1076.0,3.8
Dhabha Tari Seth Ka,1,0,2247.0,1.8
Dinshaw's Ice Cream,1,0,691.0,1.4
Dinshaw's Cream Studio,1,0,2449.0,4.4
Dinshaw's (S.S Associates),1,0,2630.0,4.7
Dinner Point,1,0,2608.0,2.1
Dinki Dine,1,0,1653.0,2.7
Dinesh Pan Bhandar,1,0,998.0,3.5
Dinesh Food Zone & Ice Cream Parlour,1,0,2119.0,1.6
Dinein 181,1,433,433.0,1.9
Dine Online,1,0,2741.0,2.3
Dine Hill,1,0,199.0,2.2
Dindigul Venu Biryani,1,1432,716.0,4.0
Dilli Dhaba,1,0,997.0,1.0
Dilli 6,1,0,2491.0,4.4
Dilkhush Chinese Cemter,1,1532,1532.0,2.5
Dilip Fast Food,1,0,978.0,3.4
Dilbahar Lassi House,1,0,2583.0,4.2
Domino's,1,0,999.0,1.7
Dominic Pizza,1,0,202.0,4.9
Dolphin Bakes N Icecreams,1,0,1784.0,3.9
Dolphin,1,0,2285.0,4.0
Dolma Aunty Momos,1,0,1146.0,3.2
Dogra Burger Point,1,0,1640.0,2.8
Do-Pyaaza,1,1145,1145.0,4.6
Dn'D Dine N Drive,1,0,1669.0,3.6
Diya Papan Store,1,0,643.0,2.7
Divtya Budhlya Wada Restaurant,1,0,1695.0,3.5
Divine Chocolate Factory,1,0,2493.0,4.6
Divi Cafe,1,0,2745.0,1.7
Dipti Fast Food,1,0,1641.0,4.5
Diplaz,1,0,2994.0,4.2
Dip N Dine,1,0,2920.0,3.3
Diony's Bistro & Lounge,1,1957,1957.0,1.5
Doston Ki Chai,1,1441,1441.0,1.7
Dose of Desserts,1,2036,2036.0,1.6
Dosart,1,0,1610.0,4.7
Dosa Point,1,0,1627.0,3.6
Dosa Paradise,1,0,2453.0,4.5
Dosa Max,1,0,2777.0,1.1
Dosa Inc,1,2336,2336.0,4.7
Dosa Hut,1,1209,1209.0,3.0
Dosa House,1,2080,2080.0,1.9
Dosa Factory,1,0,1246.0,3.9
Dosa Cafe,1,0,387.0,1.9
Dosa @ Twist,1,2856,2856.0,1.3
Dos Burros,1,0,2989.0,2.4
Donut Factory,1,0,218.0,4.6
Donald's Pastry Shop,1,2626,2626.0,5.0
Dominos Pizza,1,0,2698.0,1.0
Dotivala Bakers & Confectioners,1,0,1497.0,1.4
Cafe LatLong,1,0,853.0,4.1
Cafe LPK,1,0,1653.0,4.3
Cafe Khoka,1,186,186.0,2.7
Cafe J1,1,0,721.0,1.1
Cafe ICanFlyy,1,2188,2188.0,2.2
Cafe House & Ice Cream,1,2689,2689.0,4.5
Cafe Hideout,1,0,519.0,1.9
Cafe Helsinki,1,0,2683.0,1.1
Cafe Grand Restaurant,1,1784,1784.0,2.8
Cafe Gram,1,2452,1226.0,1.4
Cafe Golden Elephant - Ramada Plaza,1,0,655.0,4.2
Cafe GoDown,1,0,2999.0,4.3
Cafe Ginger,1,0,1670.0,3.9
Cafe G - Holiday Inn,1,1098,549.0,1.1
Cafe Fruita,1,0,1609.0,4.9
Drop! In,1,2663,2663.0,3.3
Drinkos The Cafe,1,0,528.0,4.1
Drink Your Selfie,1,0,1770.0,3.4
Dreamz,1,0,331.0,1.7
Dreamers Restaurant,1,1268,1268.0,1.1
Dream Cream Bakery and Parlour,1,2572,2572.0,3.5
Drava,1,488,488.0,1.5
Dragon Express,1,2906,2906.0,4.3
Dragon,1,0,587.0,4.5
Dr. Bubbles Chai Specialist,1,0,466.0,3.1
Dr Bubble Chai Specialist,1,2946,2946.0,4.7
Downtown Granny's Dhaba,1,0,1837.0,4.5
Downtown China,1,0,475.0,4.0
Downside Up,1,1218,609.0,4.6
Doughnuts Bakery House,1,0,2001.0,4.8
Double Down Bar & Pub,1,0,1200.0,4.3
Dynamic Restaurant,1,305,305.0,3.5
Dwaraka Tasty Foods,1,0,1329.0,1.1
Durvankur,1,0,2075.0,1.1
Durrant's Bar - WelcomHotel,1,1937,1937.0,1.1
Durga Hotel,1,0,2443.0,3.0
Dumsum,1,0,755.0,4.2
Dumplings Hood cafe,1,0,1403.0,2.6
Duman Turkish Lounge,1,853,853.0,4.1
Dum Pukht Jolly Nabobs - ITC Windsor,1,0,1032.0,4.9
Dum Pukht,1,0,1830.0,2.4
Dum Pukhat,1,0,1612.0,4.3
Dum & Curry,1,0,769.0,2.0
Dudhia Dairy,1,0,1222.0,4.8
Dua's Tandoori Junction,1,0,1507.0,3.7
Dry N' Fry,1,0,1866.0,3.9
Drum of Beans,1,0,2761.0,1.1
Eats & Treats- Cafe & Bakery,1,2163,2163.0,2.5
Eating Circles,1,0,2345.0,2.6
Eatalio's,1,0,156.0,5.0
Eat it,1,0,629.0,1.9
Eat Street Cafe,1,0,2091.0,1.7
Eat Street,1,1501,1501.0,3.0
Eat N Treat,1,460,460.0,4.8
Eat & Fill - Hotel Wood Castle,1,0,1879.0,1.3
East- The Oterra,1,0,608.0,3.9
East India Street Cafe,1,0,1801.0,1.9
Eagle Restaurant & Bar,1,1795,1795.0,4.3
Eagle Boys Pizza,1,0,1069.0,4.0
ER Hyderabad Briyani,1,0,1094.0,2.6
EEET,1,0,701.0,2.9
EDL - Eat Drink Love,1,0,1748.0,2.0
Dyno Kitchen,1,905,905.0,2.2
Egg House,1,2092,2092.0,4.4
Effingut Brewerkz,1,0,563.0,2.1
Edison's Experiments With Milk,1,0,1397.0,3.5
Edesia's Kitchen,1,1261,1261.0,2.3
Edens,1,1758,1758.0,2.6
Ecstasy Cafe,1,1173,1173.0,2.9
Ecstasy,1,1621,1621.0,1.9
Echoes Hudson Lane,1,0,1199.0,3.9
Ecakezone.com,1,155,155.0,1.7
Ebony - The Golkonda Resort,1,0,923.0,3.0
Ebony,1,0,772.0,1.4
Eatza Pizza,1,4896,2448.0,1.2
Eatwell Restaurant,1,0,2761.0,3.8
Eats Of Arab,1,1245,1245.0,2.2
Eats N Treats,1,0,2924.0,4.2
Eats And Treat’s Bakery & Confectionery,1,0,511.0,4.3
Cafe Frespresso,1,0,2642.0,2.0
Cafe Freedom,1,0,2291.0,4.3
Cafe Free Bird,1,0,1489.0,4.6
Cafe Fitoor,1,0,2423.0,4.7
Cafe Elaichi - A Pure Veg Desi Delight,1,0,2901.0,3.5
Cafe Ekante Eco Park Jetty,1,0,1675.0,2.9
Cafe Ecstasy,1,2275,2275.0,1.9
Cafe Eclat,1,0,1759.0,1.5
Cafe Earth,1,0,383.0,4.2
Cafe Diaries,1,1137,1137.0,3.5
Cafe Di Milano,1,0,2745.0,1.3
Cafe Deja Vu,1,2442,2442.0,3.0
Cafe De Zostal,1,0,2925.0,3.9
Cafe De Piccolo,1,0,1596.0,2.8
Eggers Madhouse,1,1328,1328.0,1.4
EggOMogo,1,0,2632.0,2.9
Emperor Restaurant,1,0,2891.0,3.7
Emoi,1,514,514.0,1.8
Embassy,1,0,2709.0,1.3
Elora Restaurant - Hotel Yuvraj,1,529,529.0,3.5
"Elma's Bakery, Bar and Kitchen",1,1841,1841.0,3.1
Elementaria Bakery Cafe,1,0,609.0,2.4
Elan - The Lodhi,1,0,1781.0,3.2
El Parador,1,0,777.0,2.8
El Camarom de la India,1,0,2497.0,4.7
Ekta Juice Corner,1,0,1490.0,1.6
Ekatra- Radisson Jodhpur,1,2681,2681.0,2.9
Ekam Amritsari Kitchen,1,0,2702.0,1.2
Eigerbuck Chocolates,1,0,996.0,4.3
Eggxotica,1,0,2314.0,2.4
Eggspectation - Jaypee Siddharth,1,0,1126.0,3.0
Eggsotic Pastry Shop,1,2758,2758.0,3.2
Euriska,1,0,2333.0,1.8
Ethyl - Radisson Blu Hotel,1,0,598.0,4.3
Etal The Lounge Bar,1,0,1888.0,3.2
Essence- Hotel Grand Imperia,1,1383,1383.0,2.5
Essence - Crowne Plaza,1,0,2878.0,4.0
Espress Oh Cafe,1,0,2063.0,2.8
Eskopop,1,2796,2796.0,1.0
Esko Bar - Grand Uniara,1,0,372.0,3.0
Eskimos,1,1032,1032.0,2.4
Errol's- Kabab,1,0,1595.0,2.2
Epicurean,1,1228,1228.0,4.3
Enjoy Bakery,1,0,1405.0,1.2
Engineer Ka Thela,1,0,2852.0,1.7
Enerjuvate Studio & Cafe,1,0,1370.0,1.1
Encounters - Taj Krishna,1,0,723.0,3.0
Encode,1,0,1498.0,2.3
Cafe Chokolade,1,780,390.0,4.5
Cafe Chilam,1,0,2157.0,3.6
Cafe CakeBee,1,0,595.0,5.0
Cafe CSM,1,0,2706.0,4.3
Cafe By The Lane,1,0,2586.0,1.3
Cafe Bola Loca,1,0,2712.0,1.1
Cafe Bliss,1,0,353.0,4.4
Cafe Bia,1,0,1285.0,2.1
Exchange RestoBar,1,2205,2205.0,2.5
Excellent Shawarma Corner,1,0,2836.0,1.2
Excellent Bakery Company,1,2815,2815.0,4.5
Excellenceee,1,524,524.0,1.1
Evergreen Sweet House,1,0,1844.0,4.9
Everfresh,1,0,2510.0,2.8
Everest Tasty Momos,1,0,2773.0,2.2
Ever Bake,1,0,1077.0,2.3
Famous Frankie,1,2663,2663.0,4.7
Family Tree,1,0,2114.0,1.8
Falafel's,1,0,2590.0,2.9
Falafel Lovers,1,0,2779.0,4.0
Fakira,1,0,1703.0,4.0
Fakhri Fast Food,1,0,1569.0,2.8
Facebook Point,1,0,1013.0,3.4
Fabelle at The Chocolate Boutique - ITC Grand Central,1,2247,2247.0,4.7
Fabcafe,1,543,543.0,4.7
FSE,1,0,2200.0,4.6
FOI-food of india,1,0,243.0,2.5
F3 Cafe & Lounge,1,0,227.0,1.4
Express Vegetarian,1,0,1985.0,1.8
Explore - The You,1,0,2530.0,2.6
Cafe Connect,1,0,872.0,2.7
Cafe Clock town,1,1327,1327.0,1.8
Fat Butterfly Bakery And Cafe,1,0,2321.0,1.8
Fat Belly,1,0,1330.0,2.1
Fast Forward,1,0,231.0,3.3
Fast Food Corner,1,0,1892.0,2.1
Fast Food Center,1,2626,2626.0,3.8
Farzi Café,1,918,918.0,2.5
Faruuzi Multicuisine,1,5704,2852.0,1.9
Farmaish Hotel Rajdhani,1,0,218.0,3.2
Farm View,1,505,505.0,2.4
Farki,1,0,1258.0,2.6
Faridia Darbaar,1,0,1823.0,1.1
Faraabi Cafe,1,0,931.0,1.8
Fandom at Gilly's Redefined,1,2179,2179.0,2.9
Famous Paratha,1,2805,2805.0,2.0
Famous Neelkanth Juice,1,0,1177.0,4.3
Famous Jigarthanda,1,0,1333.0,4.6
Fipola,1,0,929.0,4.1
Fine Bakers,1,2241,2241.0,4.0
Fight For Fries,1,0,1425.0,2.5
Fiesta @ Beacon,1,0,708.0,4.3
Fiesta,1,0,488.0,3.9
Ferry Wharf,1,0,1630.0,2.9
Fengfu,1,0,2001.0,3.1
Feelme Rest O Cafe,1,904,452.0,1.0
Feast - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,1,0,261.0,3.4
Feast - Sheraton Grand Bangalore Hotel at Brigade Gateway,1,568,568.0,1.4
Fava,1,1293,1293.0,1.0
Fauzi Dhaba,1,0,2005.0,3.3
Fauji Punjabi Dhaba,1,2866,2866.0,1.8
Fatoush,1,5658,2829.0,3.0
Fateh Ki Kachori,1,463,463.0,3.0
Fat Lulu's,1,0,1356.0,4.9
Cafe Arabia,1,0,2017.0,4.5
Cafe Appetito,1,1274,1274.0,4.2
Cafe Another Day,1,0,528.0,3.2
Cafe Amin,1,4316,2158.0,4.9
Cafe Amigos,1,0,1634.0,4.9
Cafe After Hours,1,0,846.0,1.2
Cafe Aaash,1,2002,2002.0,4.3
Cafe 99 Polo,1,0,216.0,4.3
Cafe 555,1,1124,562.0,1.3
Cafe #B Town,1,2045,2045.0,2.8
Cafe  Takkari Ya,1,0,1142.0,4.0
Caesar,1,0,603.0,1.4
Cacao,1,2383,2383.0,3.0
Firdous Sweets,1,0,975.0,3.4
Firangish Cafe & Courtyard,1,0,1394.0,3.5
Firangi Halwai,1,0,419.0,1.9
Flavour Kitchen,1,0,2363.0,4.7
Flavor,1,1703,1703.0,2.2
Flaming Wok,1,2777,2777.0,2.8
Flaming 5 Fine Dine & Lounge,1,0,2863.0,3.7
Flame N Grill Restaurant,1,0,2534.0,1.5
Five Star Janta,1,2000,1000.0,3.1
Five Star Dhaba,1,946,946.0,2.0
Five Fat Monks,1,0,882.0,1.5
Fit Fuelz,1,0,1200.0,4.0
Fish O Fresh,1,227,227.0,1.3
Fish Garage,1,0,830.0,4.9
Fish & Fries,1,0,2121.0,3.6
First Cup,1,0,2449.0,1.3
Firki,1,0,2136.0,4.5
Fire Bowl,1,193,193.0,5.0
Cafe Beanne,1,0,2115.0,3.2
Food Buzz,1,0,560.0,4.2
Food Bowl,1,5090,2545.0,4.9
Food Belle,1,483,483.0,3.6
Food Anytime,1,0,2949.0,4.4
Food @ Finger,1,3326,1663.0,5.0
Food 29 Dhaba,1,0,2057.0,2.7
FnP Cakes N More,1,0,1134.0,1.0
Flying Monk,1,1020,1020.0,3.2
Flying Cakes,1,0,1985.0,4.7
FlowerAura,1,0,2319.0,1.0
Flower Drum,1,0,2563.0,1.3
Fleur - The Fern Goregaon,1,0,402.0,1.7
Flechazo,1,0,1073.0,2.4
Flavours Of China,1,0,961.0,1.4
Flavours - Grand Hometel,1,1914,1914.0,1.0
Flavour Stones,1,0,875.0,4.5
Food Singh,1,0,2180.0,3.5
Food Plaza,1,0,2587.0,4.2
Food On Call Restaurant and Home Delivery,1,0,2797.0,1.2
Food Mood Sandwiches,1,2075,2075.0,1.2
Food Masti,1,0,283.0,5.0
Food Mall Multi Cuisine Restaurant,1,1786,893.0,2.7
Food KIng,1,1911,1911.0,4.0
Food Junction Reloaded,1,0,668.0,1.6
Food Junction,1,1880,1880.0,1.4
Food Garage,1,2610,2610.0,1.7
Food Fusion,1,0,177.0,3.8
Food Court Soya Chaap & Fast Food,1,0,906.0,3.6
Food Court By Shri Ram Empire,1,0,2139.0,1.6
Food Court,1,0,373.0,2.7
Food Champ Parcel Point,1,740,370.0,1.7
Food Centre,1,0,2962.0,2.5
CRC,1,0,2678.0,3.3
CP7 - The BBQ Heaven,1,0,390.0,2.8
COLLEGIAN CANTEEN,1,2172,1086.0,4.8
COB - Club Old Barrel,1,0,295.0,2.2
CM Bakers & Cafe,1,2136,2136.0,1.0
CHACHE DA DHABA,1,0,1596.0,2.2
CFC Shalimar Family Restaurant,1,2688,672.0,1.8
CFC - Crispy Fried Chicken,1,0,2177.0,4.8
CC2 Family Restaurant,1,0,865.0,2.5
C.N. Bumiya,1,0,1799.0,1.2
C'sons RepEat,1,0,1859.0,1.5
C'sons Hot,1,0,2772.0,2.1
Food Theory,1,1873,1873.0,5.0
Food Street,1,0,2894.0,2.9
Food Stock Xchange,1,0,236.0,4.5
Food Smugler,1,714,714.0,2.4
Foody Foody Fast Food,1,0,1819.0,3.4
Foodways,1,0,1277.0,3.2
Foodsutra,1,0,2159.0,4.7
Foodsta,1,1747,1747.0,1.6
Foodman.com,1,2256,2256.0,3.4
Foodinn,1,2371,2371.0,1.1
Foodiez,1,0,584.0,3.6
Foodies Kitchen,1,0,2562.0,2.2
Foodies Junction,1,0,1495.0,2.4
Foodies Choice Shawarma Corner,1,0,2545.0,4.8
Foodie's World,1,1902,1902.0,3.3
Foodie Family Garden Restaurant,1,0,1148.0,4.1
FoodPot,1,1409,1409.0,3.3
Food Web,1,0,2547.0,2.1
Food Union,1,0,799.0,2.9
Food Truck Rasa,1,0,2601.0,1.6
Fresh Cake Bakers,1,0,1744.0,4.8
Fresh Avenue,1,769,769.0,3.0
Freeze Inn,1,725,725.0,4.9
Fredericks Lounge - ITC Grand Central,1,0,2162.0,3.7
Fratelli Fresh - Renaissance Hotel,1,0,578.0,4.2
Frankista,1,1732,866.0,4.1
Frankie Nation,1,0,1433.0,2.9
Fozzie's Pizzaiolo. Cafe. Deli,1,0,1852.0,2.4
Foyer Restaurant and Cafe,1,3348,1674.0,1.0
Foxtrot - House of Subculture,1,0,913.0,5.0
Four Friend's Grill & Curries,1,0,452.0,4.9
Fountain Spot,1,1993,1993.0,3.5
Formos,1,0,2114.0,3.9
Fork n Spoon,1,2451,2451.0,2.7
Fork You,1,0,153.0,2.9
Foogle,1,0,2758.0,1.9
Friends Chinese Centre,1,0,308.0,3.2
Friends Chettinad Mess,1,2697,2697.0,3.5
Friends Cafe,1,0,1608.0,3.4
Friends Bowl,1,0,590.0,1.5
Friends Adda,1,2544,1272.0,1.8
Friend Pan Shop,1,0,2806.0,3.1
Fried N Fabulous,1,2442,2442.0,2.7
Freshco's - The Health Cafe,1,658,329.0,1.9
Fresh Snacks Cafe,1,0,1630.0,1.8
Fresh N cut BBQ Grill Hut,1,1628,1628.0,3.9
Fresh N Fresh Bakers,1,0,675.0,3.7
Fresh Juicery,1,0,2758.0,1.5
Fresh Juice Bar,1,0,2773.0,1.2
Fresh Foodie Burger,1,2746,2746.0,3.0
Fresh Chicken &  Mutton,1,0,1994.0,4.4
Fresh Catch,1,0,901.0,1.5
Frozen Stone,1,2310,2310.0,1.7
Frozen Rolls,1,0,2193.0,4.0
Frozen Punch,1,0,2889.0,1.9
Frozen Junction,1,0,2459.0,1.8
Frozen Delight Ice-cream parlor,1,0,1600.0,4.6
Frosty Bite,1,0,2219.0,3.5
Fros Bakers,1,0,2129.0,2.2
Froozo,1,0,2341.0,1.8999999999999997
Frootreet,1,0,2536.0,3.8
Frontier 24/7,1,0,967.0,1.0
From The North,1,1763,1763.0,1.3
FroRolls,1,0,1935.0,2.0
Frishake,1,0,2258.0,1.8
Friessac,1,0,786.0,2.2
Friends Sweets & Bakers,1,0,1342.0,1.8
Friends Sweets,1,1586,1586.0,5.0
Fuzion - Novotel,1,0,920.0,2.9
Fusion Night,1,0,1815.0,2.6
Fusion Curry,1,0,1819.0,2.1
Func - #6 Hotels,1,0,1151.0,3.4
Fun Zone,1,426,426.0,1.4
Fun N Food Restaurant,1,0,783.0,4.4
Fun Loaded Food,1,0,2377.0,4.9
Fullfills,1,0,1364.0,2.8
Fulka,1,1047,1047.0,4.1
Fulfill Cafe,1,2862,2862.0,3.5
Fuel Station,1,0,2337.0,2.0
Fuel Bar,1,0,2140.0,1.5
Fryos,1,0,2124.0,1.6
Frying Pan,1,1077,1077.0,2.9
Fruitizm,1,2818,2818.0,4.7
Fruit Juice Corner,1,0,1952.0,4.0
Buttons,1,0,2704.0,3.7
Butter Kitchen,1,0,1330.0,5.0
Butter Bite,1,0,238.0,3.4
BusaGo,1,254,254.0,3.8
Burri's Bamboos Restaurant,1,450,450.0,5.0
Burp,1,0,423.0,4.7
Burosta,1,0,1538.0,1.2
Burnt Garlic,1,0,2741.0,2.0
Burnout 2.0,1,0,2905.0,2.8
Burma Idiyappa Kadai,1,677,677.0,1.2
Burhanpur Juice Center & Mawa Jalebi,1,0,1292.0,1.3
Burgzz Bee,1,0,955.0,1.8
Burgzooka,1,0,929.0,4.3
G-Star Chaap,1,904,904.0,4.3
G Zar,1,0,1365.0,1.7
G Chakna- G Hotel,1,0,371.0,2.7
Ganesh Bhawan,1,0,2432.0,1.9
Ganache Patisserie,1,0,1419.0,2.2
Gale Regale - The Metropolitan Club,1,0,1562.0,3.5
Galaxy Scoop Baskin Robbins,1,0,1569.0,3.1
Galaxy Food Center,1,1796,1796.0,2.2
Galaxy @Lodhi club,1,1003,1003.0,3.3
Gala Bagh Garden & Multi-Cuisine Restaurant,1,0,2862.0,3.5
Gajanan Parotha House,1,0,1197.0,4.7
Gaikar Saheb Ande Ke Fande,1,0,1236.0,4.3
Gagan Vaishno Dhaba,1,0,189.0,2.8
Gagan Fast Food,1,461,461.0,4.0
Gadh Kalewa,1,1810,1810.0,4.8
GS Chinese & Punjabi,1,0,1470.0,4.3
GS Bar & Family Restaurant,1,2522,2522.0,4.3
G. Pulla Reddy Sweets,1,2583,2583.0,2.1
By The Way,1,0,1484.0,2.7
Gareeb Nawaz Tea Stall,1,0,1937.0,2.4
Garden Retreat - Welcom Heritage Bal Samand Lake Palace,1,0,1637.0,4.6
Garden Of Edesia,1,0,450.0,4.4
Ganraj Bhel & Panipuri,1,0,1790.0,2.0
Ganpati Bikaner Sweets,1,0,2947.0,4.3
Ganna Cafe,1,726,726.0,2.5
Gangtok Groove,1,0,227.0,4.7
Gangotri Restaurant,1,0,564.0,3.7
Gangaur,1,303,303.0,1.8
Gangaram Amarchand Halwai,1,1531,1531.0,3.1
Ganga Khandvi Dhokla House,1,0,1499.0,3.1
Ganesh Restaurant,1,471,471.0,2.2
Ganesh Fruit Juice Parlour,1,2826,2826.0,2.4
Ganesh Chawala Falli,1,0,322.0,3.0
Ganesh Chat Bhandar,1,0,2804.0,4.0
Ganesh Bhojnalaya,1,2185,2185.0,4.7
